"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"156","China","000"," World",2023,3044500,"--Swordfish (Xiphias gladius)",,0,2,7,""
"156","China","000"," World",2023,3044600,"--Toothfish (Dissostichus spp.)",,0,2,7,""
"156","China","000"," World",2023,3044700,"--Dogfish and other sharks",,0,2,7,""
"156","China","000"," World",2023,3044800,"--Rays and skates (Rajidae)",,0,2,7,""
"156","China","000"," World",2023,3044900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3045100,"--Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,0,2,7,""
"156","China","000"," World",2023,3045200,"--Salmonidae",,0,2,7,""
"156","China","000"," World",2023,3045300,"--Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae,Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,0,2,7,""
"156","China","000"," World",2023,3045400,"--Swordfish (Xiphias gladius)",,0,2,7,""
"156","China","000"," World",2023,3045500,"--Toothfish (Dissostichus spp.)",,0,2,7,""
"156","China","000"," World",2023,3045600,"--Dogfish and other sharks",,0,2,7,""
"156","China","000"," World",2023,3045700,"--Rays and skates (Rajidae)",,0,2,7,""
"156","China","000"," World",2023,3045900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3046100,"--Tilapias (Oreochromis spp.)",,0,2,7,""
"156","China","000"," World",2023,3046211,"----Channel catfish (Ictalurus Punctatus)",,0,2,7,""
"156","China","000"," World",2023,3046219,"----Other",,0,2,7,""
"156","China","000"," World",2023,3046290,"---Other",,0,2,7,""
"156","China","000"," World",2023,3046300,"--Nile Perch (Lates niloticus)",,0,2,7,""
"156","China","000"," World",2023,3046900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3047100,"--Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,0,2,7,""
"156","China","000"," World",2023,3047200,"--Haddock (Melanogrammus aeglefinus)",,0,2,7,""
"156","China","000"," World",2023,3047300,"--Coalfish (Pollachius virens)",,0,2,7,""
"156","China","000"," World",2023,3047400,"--Hake (Merluccius spp., Urophycis spp.)",,0,2,7,""
"156","China","000"," World",2023,3047500,"--Alaska Pollock (Theragra chalcogramma)",,0,2,7,""
"156","China","000"," World",2023,3047900,"--Other",,0,2,7,""
